code,file,canvas_w,canvas_h,bbox_w,bbox_h,x,y,off_x_frac,off_y_frac,off_max_frac,kind,note
iphone-xr-white-select-201809_AV6,iphone-xr-white-select-201809_AV6.png,4608,4608,3969,3598,322,506,0.0005,0.0002,0.0005,alpha,
iphone-xr-blue-select-201809_AV6,iphone-xr-blue-select-201809_AV6.png,4608,4608,3967,3598,323,506,0.0005,0.0002,0.0005,alpha,
iphone-xr-coral-select-201809_AV6,iphone-xr-coral-select-201809_AV6.png,4608,4608,3969,3598,322,506,0.0005,0.0002,0.0005,alpha,
iphone-12-mini-black-select-2020_AV3,iphone-12-mini-black-select-2020_AV3.png,1917,1917,1246,517,335,699,-0.0003,-0.0005,0.0005,alpha,
iphone-12-mini-white-select-2020_AV3,iphone-12-mini-white-select-2020_AV3.png,1917,1917,1246,517,335,699,-0.0003,-0.0005,0.0005,alpha,
iphone-12-mini-red-select-2020_AV3,iphone-12-mini-red-select-2020_AV3.png,1917,1917,1246,517,335,699,-0.0003,-0.0005,0.0005,alpha,
iphone-12-mini-green-select-2020_AV3,iphone-12-mini-green-select-2020_AV3.png,1917,1917,1246,517,335,699,-0.0003,-0.0005,0.0005,alpha,
iphone-12-mini-blue-select-2020_AV3,iphone-12-mini-blue-select-2020_AV3.png,1914,1914,1244,517,334,698,-0.0005,-0.0003,0.0005,alpha,
iphone-12-mini-purple-select-2021_AV3,iphone-12-mini-purple-select-2021_AV3.png,1915,1915,1245,518,334,698,-0.0005,-0.0003,0.0005,alpha,
iphone-12-black-select-2020_AV3,iphone-12-black-select-2020_AV3.png,1917,1917,1246,517,335,699,-0.0003,-0.0005,0.0005,alpha,
iphone-12-white-select-2020_AV3,iphone-12-white-select-2020_AV3.png,1917,1917,1246,517,335,699,-0.0003,-0.0005,0.0005,alpha,
iphone-12-red-select-2020_AV3,iphone-12-red-select-2020_AV3.png,1917,1917,1246,517,335,699,-0.0003,-0.0005,0.0005,alpha,
iphone-12-green-select-2020_AV3,iphone-12-green-select-2020_AV3.png,1917,1917,1246,517,335,699,-0.0003,-0.0005,0.0005,alpha,
iphone-12-blue-select-2020_AV3,iphone-12-blue-select-2020_AV3.png,1917,1917,1246,517,335,699,-0.0003,-0.0005,0.0005,alpha,
iphone-13-mini-product-red-select-2021_AV6,iphone-13-mini-product-red-select-2021_AV6.png,4608,4608,3994,3751,308,431,0.0002,0.0005,0.0005,alpha,
iphone-13-midnight-select-2021_AV3,iphone-13-midnight-select-2021_AV3.png,1902,1902,1236,516,334,694,0.0005,0.0005,0.0005,alpha,
iphone-13-pro-green-select_AV6,iphone-13-pro-green-select_AV6.png,4608,4608,3957,3751,325,431,-0.0001,0.0005,0.0005,alpha,
iphone-13-pro-max-green-select_AV6,iphone-13-pro-max-green-select_AV6.png,4608,4608,3957,3751,325,431,-0.0001,0.0005,0.0005,alpha,
iphone-se-starlight-select-202203_AV3,iphone-se-starlight-select-202203_AV3.png,1915,1915,1245,518,334,698,-0.0005,-0.0003,0.0005,alpha,
iphone-15-pro-max-blacktitanium-select_AV3,iphone-15-pro-max-blacktitanium-select_AV3.png,1917,1917,1246,515,335,702,-0.0003,0.0005,0.0005,alpha,
iphone-15-pro-max-whitetitanium-select_AV3,iphone-15-pro-max-whitetitanium-select_AV3.png,1917,1917,1246,515,335,702,-0.0003,0.0005,0.0005,alpha,
iphone-15-pro-max-bluetitanium-select_AV3,iphone-15-pro-max-bluetitanium-select_AV3.png,1917,1917,1246,515,335,702,-0.0003,0.0005,0.0005,alpha,
iphone-15-pro-max-naturaltitanium-select_AV3,iphone-15-pro-max-naturaltitanium-select_AV3.png,1917,1917,1246,515,335,702,-0.0003,0.0005,0.0005,alpha,
iphone-16-pro-blacktitanium-select_AV3,iphone-16-pro-blacktitanium-select_AV3.png,1917,1917,1246,515,335,702,-0.0003,0.0005,0.0005,alpha,
iphone-16-pro-naturaltitanium-select_AV3,iphone-16-pro-naturaltitanium-select_AV3.png,1917,1917,1246,515,335,702,-0.0003,0.0005,0.0005,alpha,
iphone-16-pro-whitetitanium-select_AV3,iphone-16-pro-whitetitanium-select_AV3.png,1917,1917,1246,515,335,702,-0.0003,0.0005,0.0005,alpha,
iphone-16-pro-deserttitanium-select_AV3,iphone-16-pro-deserttitanium-select_AV3.png,1917,1917,1246,515,335,702,-0.0003,0.0005,0.0005,alpha,
ipad-mini-select-wifi-spacegray-202410,ipad-mini-select-wifi-spacegray-202410.png,4608,4608,2176,2717,1217,948,0.0002,0.0005,0.0005,alpha,
ipad-mini-select-wifi-blue-202410,ipad-mini-select-wifi-blue-202410.png,4608,4608,2176,2717,1217,948,0.0002,0.0005,0.0005,alpha,
ipad-mini-select-wifi-purple-202410,ipad-mini-select-wifi-purple-202410.png,4608,4608,2176,2717,1217,948,0.0002,0.0005,0.0005,alpha,
ipad-mini-select-wifi-starlight-202410,ipad-mini-select-wifi-starlight-202410.png,4608,4608,2176,2717,1217,948,0.0002,0.0005,0.0005,alpha,
iphone-xr-black-select-201809_AV6,iphone-xr-black-select-201809_AV6.png,4608,4608,3966,3598,323,506,0.0004,0.0002,0.0004,alpha,
iphone-xr-yellow-select-201809_AV6,iphone-xr-yellow-select-201809_AV6.png,4608,4608,3964,3598,324,506,0.0004,0.0002,0.0004,alpha,
iphone-xr-red-select-201809_AV6,iphone-xr-red-select-201809_AV6.png,4608,4608,3964,3598,324,506,0.0004,0.0002,0.0004,alpha,
iphone11-black-select-2019_AV2,iphone11-black-select-2019_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone11-white-select-2019_AV2,iphone11-white-select-2019_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone11-green-select-2019_AV2,iphone11-green-select-2019_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone11-green-select-2019_AV6,iphone11-green-select-2019_AV6.png,4608,4608,3990,3559,311,525,0.0004,0.0001,0.0004,alpha,
iphone11-yellow-select-2019_AV2,iphone11-yellow-select-2019_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone11-purple-select-2019_AV2,iphone11-purple-select-2019_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone11-red-select-2019_AV2,iphone11-red-select-2019_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-12-mini-black-select-2020_AV2,iphone-12-mini-black-select-2020_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-12-mini-white-select-2020_AV2,iphone-12-mini-white-select-2020_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-12-mini-red-select-2020_AV2,iphone-12-mini-red-select-2020_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-12-mini-green-select-2020_AV2,iphone-12-mini-green-select-2020_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-12-mini-blue-select-2020_AV2,iphone-12-mini-blue-select-2020_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-12-mini-purple-select-2021_AV2,iphone-12-mini-purple-select-2021_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-12-black-select-2020_AV2,iphone-12-black-select-2020_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-12-white-select-2020_AV2,iphone-12-white-select-2020_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-12-red-select-2020_AV2,iphone-12-red-select-2020_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-12-green-select-2020_AV2,iphone-12-green-select-2020_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-12-blue-select-2020_AV2,iphone-12-blue-select-2020_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-12-purple-select-2021_AV2,iphone-12-purple-select-2021_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-mini-pink-select-2021_AV2,iphone-13-mini-pink-select-2021_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-mini-blue-select-2021_AV2,iphone-13-mini-blue-select-2021_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-mini-midnight-select-2021_AV2,iphone-13-mini-midnight-select-2021_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-mini-starlight-select-2021_AV2,iphone-13-mini-starlight-select-2021_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-mini-starlight-select-2021_AV6,iphone-13-mini-starlight-select-2021_AV6.png,4608,4608,3996,3752,308,430,0.0004,0.0004,0.0004,alpha,
iphone-13-mini-product-red-select-2021_AV2,iphone-13-mini-product-red-select-2021_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-mini-green-select_AV2,iphone-13-mini-green-select_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-pink-select-2021_AV2,iphone-13-pink-select-2021_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-blue-select-2021_AV2,iphone-13-blue-select-2021_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-midnight-select-2021_AV2,iphone-13-midnight-select-2021_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-starlight-select-2021_AV2,iphone-13-starlight-select-2021_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-product-red-select-2021_AV2,iphone-13-product-red-select-2021_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-green-select_AV2,iphone-13-green-select_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-pro-graphite-select_AV2,iphone-13-pro-graphite-select_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-pro-gold-select_AV2,iphone-13-pro-gold-select_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-pro-silver-select_AV2,iphone-13-pro-silver-select_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-pro-blue-select_AV2,iphone-13-pro-blue-select_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-pro-green-select_AV2,iphone-13-pro-green-select_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-pro-max-graphite-select_AV2,iphone-13-pro-max-graphite-select_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-pro-max-gold-select_AV2,iphone-13-pro-max-gold-select_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-pro-max-silver-select_AV2,iphone-13-pro-max-silver-select_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-pro-max-blue-select_AV2,iphone-13-pro-max-blue-select_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-13-pro-max-green-select_AV2,iphone-13-pro-max-green-select_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-se-midnight-select-202203_AV2,iphone-se-midnight-select-202203_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-se-starlight-select-202203_AV2,iphone-se-starlight-select-202203_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-se-red-select-202203_AV2,iphone-se-red-select-202203_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-14-blue-select-202209_AV2,iphone-14-blue-select-202209_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-14-purple-select-202209_AV2,iphone-14-purple-select-202209_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-14-midnight-select-202209_AV2,iphone-14-midnight-select-202209_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-14-starlight-select-202209_AV2,iphone-14-starlight-select-202209_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-14-red-select-202209_AV2,iphone-14-red-select-202209_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-14-yellow-select-202303_AV2,iphone-14-yellow-select-202303_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-14-plus-blue-select-202209_AV2,iphone-14-plus-blue-select-202209_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-14-plus-purple-select-202209_AV2,iphone-14-plus-purple-select-202209_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-14-plus-midnight-select-202209_AV2,iphone-14-plus-midnight-select-202209_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-14-plus-starlight-select-202209_AV2,iphone-14-plus-starlight-select-202209_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-14-plus-red-select-202209_AV2,iphone-14-plus-red-select-202209_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-14-plus-yellow-select-202303_AV2,iphone-14-plus-yellow-select-202303_AV2.png,1169,1169,760,440,204,364,-0.0004,-0.0004,0.0004,alpha,
iphone-15-pro-blacktitanium-select_AV6,iphone-15-pro-blacktitanium-select_AV6.png,4608,4608,3998,3752,304,430,-0.0002,0.0004,0.0004,alpha,
iphone-15-pro-whitetitanium-select_AV6,iphone-15-pro-whitetitanium-select_AV6.png,4608,4608,3998,3752,304,430,-0.0002,0.0004,0.0004,alpha,
iphone-15-pro-bluetitanium-select_AV6,iphone-15-pro-bluetitanium-select_AV6.png,4608,4608,3998,3752,304,430,-0.0002,0.0004,0.0004,alpha,
iphone-15-pro-naturaltitanium-select_AV6,iphone-15-pro-naturaltitanium-select_AV6.png,4608,4608,3998,3752,304,430,-0.0002,0.0004,0.0004,alpha,
MB292,MB292.png,1369,1369,654,890,357,239,-0.0004,-0.0004,0.0004,alpha,
MA501_AV2,MA501_AV2.png,1559,1559,1400,1559,79,0,-0.0003,0.0,0.0003,white,
MA501_AV4,MA501_AV4.png,1709,1709,808,1709,450,0,-0.0003,0.0,0.0003,white,
MA501_AV5,MA501_AV5.png,1709,1709,808,1709,450,0,-0.0003,0.0,0.0003,white,
MA501_AV9,MA501_AV9.png,2000,2000,2000,1993,0,3,0.0,-0.0003,0.0003,white,
iphone6s-gray-select-2015_AV3,iphone6s-gray-select-2015_AV3.png,1963,1963,1276,532,343,715,-0.0003,-0.0003,0.0003,alpha,
iphone6s-silver-select-2015_AV3,iphone6s-silver-select-2015_AV3.png,1962,1962,1275,532,344,715,0.0003,0.0,0.0003,alpha,
iphone6s-gold-select-2015_AV3,iphone6s-gold-select-2015_AV3.png,1963,1963,1276,532,343,715,-0.0003,-0.0003,0.0003,alpha,
iphone6s-rosegold-select-2015_AV3,iphone6s-rosegold-select-2015_AV3.png,1962,1962,1275,532,344,715,0.0003,0.0,0.0003,alpha,
iphone6s-plus-gray-select-2015_AV3,iphone6s-plus-gray-select-2015_AV3.png,1965,1965,1277,532,344,716,0.0,-0.0003,0.0003,alpha,
iphone6s-plus-silver-select-2015_AV3,iphone6s-plus-silver-select-2015_AV3.png,1963,1963,1276,531,344,716,0.0003,0.0,0.0003,alpha,
iphone7-black-select-2016_AV3,iphone7-black-select-2016_AV3.png,1962,1962,1275,531,343,716,-0.0003,0.0003,0.0003,alpha,
iphone7-jetblack-select-2016_AV3,iphone7-jetblack-select-2016_AV3.png,1962,1962,1275,531,343,716,-0.0003,0.0003,0.0003,alpha,
iphone7-silver-select-2016_AV3,iphone7-silver-select-2016_AV3.png,1962,1962,1275,531,343,716,-0.0003,0.0003,0.0003,alpha,
iphone7-gold-select-2016_AV3,iphone7-gold-select-2016_AV3.png,1962,1962,1275,531,343,716,-0.0003,0.0003,0.0003,alpha,
iphone7-rosegold-select-2016_AV3,iphone7-rosegold-select-2016_AV3.png,1962,1962,1275,531,343,716,-0.0003,0.0003,0.0003,alpha,
iphone7-plus-black-select-2016_AV3,iphone7-plus-black-select-2016_AV3.png,1968,1968,1279,531,345,719,0.0003,0.0003,0.0003,alpha,
iphone7-plus-jetblack-select-2016_AV3,iphone7-plus-jetblack-select-2016_AV3.png,1968,1968,1279,531,345,719,0.0003,0.0003,0.0003,alpha,
iphone7-plus-silver-select-2016_AV3,iphone7-plus-silver-select-2016_AV3.png,1968,1968,1279,531,345,719,0.0003,0.0003,0.0003,alpha,
iphone7-plus-gold-select-2016_AV3,iphone7-plus-gold-select-2016_AV3.png,1968,1968,1279,531,345,719,0.0003,0.0003,0.0003,alpha,
iphone7-plus-rosegold-select-2016_AV3,iphone7-plus-rosegold-select-2016_AV3.png,1968,1968,1279,531,345,719,0.0003,0.0003,0.0003,alpha,
iphone7plus-model-select-201703_AV3,iphone7plus-model-select-201703_AV3.png,1969,1969,1280,530,345,720,0.0003,0.0003,0.0003,alpha,
iphone-xs-gold-select-2018_AV3,iphone-xs-gold-select-2018_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-xs-silver-select-2018_AV3,iphone-xs-silver-select-2018_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-xs-space-select-2018_AV3,iphone-xs-space-select-2018_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-xs-max-gold-select-2018_AV3,iphone-xs-max-gold-select-2018_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-xs-max-silver-select-2018_AV3,iphone-xs-max-silver-select-2018_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-xs-max-space-select-2018_AV3,iphone-xs-max-space-select-2018_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone11-black-select-2019_AV3,iphone11-black-select-2019_AV3.png,1911,1911,1242,516,334,698,-0.0003,0.0003,0.0003,alpha,
iphone11-white-select-2019_AV3,iphone11-white-select-2019_AV3.png,1911,1911,1242,516,334,698,-0.0003,0.0003,0.0003,alpha,
iphone11-green-select-2019_AV3,iphone11-green-select-2019_AV3.png,1911,1911,1242,516,334,698,-0.0003,0.0003,0.0003,alpha,
iphone11-yellow-select-2019_AV3,iphone11-yellow-select-2019_AV3.png,1911,1911,1242,516,334,698,-0.0003,0.0003,0.0003,alpha,
iphone11-purple-select-2019_AV3,iphone11-purple-select-2019_AV3.png,1911,1911,1242,516,334,698,-0.0003,0.0003,0.0003,alpha,
iphone11-red-select-2019_AV3,iphone11-red-select-2019_AV3.png,1911,1911,1242,516,334,698,-0.0003,0.0003,0.0003,alpha,
iphone-11-pro-silver-select-2019_AV3,iphone-11-pro-silver-select-2019_AV3.png,1905,1905,1238,518,334,693,0.0003,-0.0003,0.0003,alpha,
iphone-11-pro-space-select-2019_AV3,iphone-11-pro-space-select-2019_AV3.png,1905,1905,1238,518,334,693,0.0003,-0.0003,0.0003,alpha,
iphone-11-pro-gold-select-2019_AV3,iphone-11-pro-gold-select-2019_AV3.png,1905,1905,1238,518,333,693,-0.0003,-0.0003,0.0003,alpha,
iphone-11-pro-midnight-green-select-2019_AV3,iphone-11-pro-midnight-green-select-2019_AV3.png,1905,1905,1238,518,334,693,0.0003,-0.0003,0.0003,alpha,
iphone-11-pro-max-gold-select-2019_AV3,iphone-11-pro-max-gold-select-2019_AV3.png,1905,1905,1238,518,333,693,-0.0003,-0.0003,0.0003,alpha,
iphone-11-pro-max-midnight-green-select-2019_AV3,iphone-11-pro-max-midnight-green-select-2019_AV3.png,1905,1905,1238,518,334,693,0.0003,-0.0003,0.0003,alpha,
iphone-se-black-select-2020_AV3,iphone-se-black-select-2020_AV3.png,1911,1911,1242,515,334,698,-0.0003,0.0,0.0003,alpha,
iphone-se-white-select-2020_AV3,iphone-se-white-select-2020_AV3.png,1911,1911,1242,517,334,697,-0.0003,0.0,0.0003,alpha,
iphone-se-red-select-2020_AV3,iphone-se-red-select-2020_AV3.png,1911,1911,1242,517,334,697,-0.0003,0.0,0.0003,alpha,
iphone-12-purple-select-2021_AV3,iphone-12-purple-select-2021_AV3.png,1912,1912,1243,518,335,697,0.0003,0.0,0.0003,alpha,
iphone-12-pro-silver-hero_AV3,iphone-12-pro-silver-hero_AV3.png,1917,1917,1246,515,335,701,-0.0003,0.0,0.0003,alpha,
iphone-12-pro-graphite-hero_AV3,iphone-12-pro-graphite-hero_AV3.png,1917,1917,1246,515,335,701,-0.0003,0.0,0.0003,alpha,
iphone-12-pro-gold-hero_AV3,iphone-12-pro-gold-hero_AV3.png,1917,1917,1246,515,335,701,-0.0003,0.0,0.0003,alpha,
iphone-12-pro-blue-hero_AV3,iphone-12-pro-blue-hero_AV3.png,1917,1917,1246,515,335,701,-0.0003,0.0,0.0003,alpha,
iphone-12-pro-max-silver-hero_AV3,iphone-12-pro-max-silver-hero_AV3.png,1917,1917,1246,515,335,701,-0.0003,0.0,0.0003,alpha,
iphone-12-pro-max-graphite-hero_AV3,iphone-12-pro-max-graphite-hero_AV3.png,1917,1917,1246,515,335,701,-0.0003,0.0,0.0003,alpha,
iphone-12-pro-max-gold-hero_AV3,iphone-12-pro-max-gold-hero_AV3.png,1917,1917,1246,515,335,701,-0.0003,0.0,0.0003,alpha,
iphone-12-pro-max-blue-hero_AV3,iphone-12-pro-max-blue-hero_AV3.png,1917,1917,1246,515,335,701,-0.0003,0.0,0.0003,alpha,
iphone-13-mini-pink-select-2021_AV6,iphone-13-mini-pink-select-2021_AV6.png,4608,4608,3993,3753,308,429,0.0001,0.0003,0.0003,alpha,
iphone-13-starlight-select-2021_AV6,iphone-13-starlight-select-2021_AV6.png,4608,4608,3997,3753,304,429,-0.0003,0.0003,0.0003,alpha,
iphone-13-pro-graphite-select_AV3,iphone-13-pro-graphite-select_AV3.png,1906,1906,1239,518,334,694,0.0003,0.0,0.0003,alpha,
iphone-13-pro-gold-select_AV6,iphone-13-pro-gold-select_AV6.png,4608,4608,3995,3753,306,429,-0.0001,0.0003,0.0003,alpha,
iphone-13-pro-silver-select_AV6,iphone-13-pro-silver-select_AV6.png,4608,4608,3995,3753,306,429,-0.0001,0.0003,0.0003,alpha,
iphone-13-pro-blue-select_AV3,iphone-13-pro-blue-select_AV3.png,1906,1906,1239,518,334,694,0.0003,0.0,0.0003,alpha,
iphone-13-pro-blue-select_AV6,iphone-13-pro-blue-select_AV6.png,4608,4608,3995,3753,306,429,-0.0001,0.0003,0.0003,alpha,
iphone-13-pro-green-select_AV3,iphone-13-pro-green-select_AV3.png,1911,1911,1242,517,335,697,0.0003,0.0,0.0003,alpha,
iphone-13-pro-max-green-select_AV3,iphone-13-pro-max-green-select_AV3.png,1911,1911,1242,517,335,697,0.0003,0.0,0.0003,alpha,
iphone-se-midnight-select-202203_AV3,iphone-se-midnight-select-202203_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-se-red-select-202203_AV3,iphone-se-red-select-202203_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-14-blue-select-202209_AV3,iphone-14-blue-select-202209_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-14-purple-select-202209_AV3,iphone-14-purple-select-202209_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-14-midnight-select-202209_AV3,iphone-14-midnight-select-202209_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-14-starlight-select-202209_AV3,iphone-14-starlight-select-202209_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-14-red-select-202209_AV3,iphone-14-red-select-202209_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-14-yellow-select-202303_AV3,iphone-14-yellow-select-202303_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-14-plus-blue-select-202209_AV3,iphone-14-plus-blue-select-202209_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-14-plus-purple-select-202209_AV3,iphone-14-plus-purple-select-202209_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-14-plus-midnight-select-202209_AV3,iphone-14-plus-midnight-select-202209_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-14-plus-starlight-select-202209_AV3,iphone-14-plus-starlight-select-202209_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-14-plus-red-select-202209_AV3,iphone-14-plus-red-select-202209_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-14-plus-yellow-select-202303_AV3,iphone-14-plus-yellow-select-202303_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
iphone-14-pro-spaceblack-select_AV3,iphone-14-pro-spaceblack-select_AV3.png,1917,1917,1246,516,335,701,-0.0003,0.0003,0.0003,alpha,
iphone-14-pro-silver-select_AV3,iphone-14-pro-silver-select_AV3.png,1917,1917,1246,516,335,701,-0.0003,0.0003,0.0003,alpha,
iphone-14-pro-gold-select_AV3,iphone-14-pro-gold-select_AV3.png,1917,1917,1246,516,335,701,-0.0003,0.0003,0.0003,alpha,
iphone-14-pro-deeppurple-select_AV3,iphone-14-pro-deeppurple-select_AV3.png,1917,1917,1246,516,335,701,-0.0003,0.0003,0.0003,alpha,
iphone-14-pro-max-spaceblack-select,iphone-14-pro-max-spaceblack-select.png,4608,4608,2667,3351,969,629,-0.0003,0.0001,0.0003,alpha,
iphone-14-pro-max-spaceblack-select_AV3,iphone-14-pro-max-spaceblack-select_AV3.png,1917,1917,1246,516,335,701,-0.0003,0.0003,0.0003,alpha,
iphone-14-pro-max-silver-select,iphone-14-pro-max-silver-select.png,4608,4608,2667,3350,969,629,-0.0003,0.0,0.0003,alpha,
iphone-14-pro-max-silver-select_AV3,iphone-14-pro-max-silver-select_AV3.png,1917,1917,1246,516,335,701,-0.0003,0.0003,0.0003,alpha,
iphone-14-pro-max-gold-select,iphone-14-pro-max-gold-select.png,4608,4608,2667,3351,969,629,-0.0003,0.0001,0.0003,alpha,
iphone-14-pro-max-gold-select_AV3,iphone-14-pro-max-gold-select_AV3.png,1917,1917,1246,516,335,701,-0.0003,0.0003,0.0003,alpha,
iphone-14-pro-max-deeppurple-select,iphone-14-pro-max-deeppurple-select.png,4608,4608,2667,3353,969,629,-0.0003,0.0003,0.0003,alpha,
iphone-14-pro-max-deeppurple-select_AV3,iphone-14-pro-max-deeppurple-select_AV3.png,1917,1917,1246,516,335,701,-0.0003,0.0003,0.0003,alpha,
iphone-15-black-select-202309_AV3,iphone-15-black-select-202309_AV3.png,1917,1917,1246,518,335,699,-0.0003,-0.0003,0.0003,alpha,
